ID,flag
47964,1.0
48204,1.0
48222,1.0
48228,1.0
48254,1.0
48272,1.0
48367,1.0
48533,1.0
49019,1.0
49446,1.0
49469,1.0
49545,1.0
49822,1.0
49879,1.0
50052,1.0
50164,1.0
50191,1.0
50741,1.0
50937,1.0
51078,1.0
51148,1.0
51343,1.0
51422,1.0
51503,1.0
51832,1.0
51833,1.0
51869,1.0
52105,1.0
52327,1.0
52328,1.0
52443,1.0
52797,1.0
53346,1.0
53589,1.0
53829,1.0
54161,1.0
54328,1.0
54813,1.0
55206,1.0
55417,1.0
55465,1.0
55990,1.0
56210,1.0
56906,1.0
57172,1.0
57184,1.0
57345,1.0
57449,1.0
57506,1.0
57751,1.0
57799,1.0
57871,1.0
58140,1.0
58233,1.0
58343,1.0
59433,1.0
59532,1.0
59684,1.0
59893,1.0
59960,1.0
60054,1.0
60100,1.0
60247,1.0
60704,1.0
60954,1.0
60979,1.0
61196,1.0
61570,1.0
62254,1.0
62367,1.0
62451,1.0
62740,1.0
62799,1.0
62889,1.0
62957,1.0
63570,1.0
63653,1.0
63724,1.0
64092,1.0
64162,1.0
64176,1.0
64721,1.0
64736,1.0
64925,1.0
65075,1.0
65530,1.0
65679,1.0
65722,1.0
65868,1.0
66064,1.0
66460,1.0
66514,1.0
66611,1.0
66612,1.0
67221,1.0
67236,1.0
67350,1.0
67446,1.0
67479,1.0
67560,1.0
67601,1.0
69810,1.0
69817,1.0
70257,1.0
70322,1.0
70426,1.0
70469,1.0
70567,1.0
70682,1.0
71205,1.0
71313,1.0
71329,1.0
71713,1.0
71721,1.0
72335,1.0
73286,1.0
73401,1.0
73507,1.0
73568,1.0
73593,1.0
73944,1.0
74454,1.0
74506,1.0
74690,1.0
74812,1.0
74820,1.0
74854,1.0
75025,1.0
75936,1.0
76474,1.0
76514,1.0
76698,1.0
76930,1.0
76936,1.0
77132,1.0
77260,1.0
77280,1.0
77441,1.0
77443,1.0
77844,1.0
78030,1.0
78079,1.0
78489,1.0
78840,1.0
78969,1.0
79148,1.0
79420,1.0
79445,1.0
79572,1.0
79604,1.0
79742,1.0
79772,1.0
79829,1.0
80270,1.0
80564,1.0
80597,1.0
80901,1.0
81173,1.0
81237,1.0
83043,1.0
83045,1.0
83051,1.0
83301,1.0
83708,1.0
83725,1.0
83744,1.0
84018,1.0
84070,1.0
85181,1.0
85201,1.0
85559,1.0
85727,1.0
86245,1.0
86397,1.0
86424,1.0
86620,1.0
86798,1.0
87041,1.0
87159,1.0
87602,1.0
87712,1.0
87861,1.0
88816,1.0
89084,1.0
89406,1.0
89911,1.0
89965,1.0
90008,1.0
90049,1.0
90058,1.0
90872,1.0
91494,1.0
91570,1.0
91676,1.0
91830,1.0
91969,1.0
92055,1.0
92056,1.0
92498,1.0
92848,1.0
92934,1.0
93227,1.0
93481,1.0
93748,1.0
94202,1.0
94255,1.0
94340,1.0
94762,1.0
94892,1.0
94945,1.0
94960,1.0
95114,1.0
95212,1.0
95360,1.0
95769,1.0
96309,1.0
96474,1.0
96500,1.0
96613,1.0
97468,1.0
98138,1.0
98221,1.0
98387,1.0
98555,1.0
98675,1.0
98765,1.0
99073,1.0
99479,1.0
99730,1.0
99886,1.0
100027,1.0
100042,1.0
100779,1.0
101338,1.0
101426,1.0
101612,1.0
101681,1.0
101731,1.0
101998,1.0
102180,1.0
102472,1.0
102559,1.0
102647,1.0
102930,1.0
103226,1.0
103490,1.0
103775,1.0
103854,1.0
103995,1.0
104195,1.0
104231,1.0
104658,1.0
104733,1.0
105617,1.0
105757,1.0
106297,1.0
106398,1.0
106427,1.0
106587,1.0
106777,1.0
106806,1.0
106825,1.0
107498,1.0
107742,1.0
108004,1.0
108236,1.0
108333,1.0
108425,1.0
108500,1.0
108554,1.0
108752,1.0
108843,1.0
108957,1.0
109175,1.0
109200,1.0
109269,1.0
109859,1.0
110098,1.0
110257,1.0
110319,1.0
110485,1.0
110894,1.0
111315,1.0
111376,1.0
111989,1.0
112117,1.0
112235,1.0
112355,1.0
113401,1.0
113605,1.0
113864,1.0
114008,1.0
114098,1.0
114271,1.0
114396,1.0
115186,1.0
115347,1.0
115400,1.0
115830,1.0
116537,1.0
116703,1.0
116880,1.0
117333,1.0
117553,1.0
117663,1.0
117696,1.0
117784,1.0
117956,1.0
117994,1.0
118267,1.0
118329,1.0
118379,1.0
119075,1.0
119086,1.0
119212,1.0
119290,1.0
119352,1.0
119380,1.0
119549,1.0
119643,1.0
119937,1.0
120494,1.0
120855,1.0
121037,1.0
121486,1.0
121697,1.0
121704,1.0
121730,1.0
121874,1.0
121977,1.0
122082,1.0
122428,1.0
122554,1.0
122891,1.0
122941,1.0
123134,1.0
124463,1.0
124640,1.0
124866,1.0
124919,1.0
125582,1.0
125653,1.0
125661,1.0
126114,1.0
126134,1.0
126152,1.0
126269,1.0
126602,1.0
126757,1.0
127496,1.0
127526,1.0
127780,1.0
127786,1.0
127861,1.0
128084,1.0
128120,1.0
129385,1.0
129544,1.0
129814,1.0
130090,1.0
130308,1.0
130350,1.0
130381,1.0
130503,1.0
130691,1.0
130734,1.0
130888,1.0
131230,1.0
131434,1.0
132030,1.0
132061,1.0
133079,1.0
133351,1.0
133530,1.0
133543,1.0
133711,1.0
133740,1.0
133832,1.0
133855,1.0
133938,1.0
134044,1.0
134139,1.0
134240,1.0
134593,1.0
134886,1.0
135204,1.0
136542,1.0
136738,1.0
137098,1.0
137131,1.0
137468,1.0
137905,1.0
137924,1.0
138050,1.0
138147,1.0
139556,1.0
140279,1.0
140389,1.0
140634,1.0
140775,1.0
140844,1.0
140924,1.0
141017,1.0
141156,1.0
141549,1.0
142751,1.0
142888,1.0
142997,1.0
143246,1.0
143308,1.0
143481,1.0
144100,1.0
144148,1.0
144236,1.0
145239,1.0
145279,1.0
145729,1.0
146763,1.0
146775,1.0
147123,1.0
147223,1.0
147402,1.0
147432,1.0
147769,1.0
148063,1.0
148170,1.0
148219,1.0
148577,1.0
148721,1.0
148879,1.0
149167,1.0
149421,1.0
149439,1.0
149478,1.0
150341,1.0
150488,1.0
150511,1.0
150649,1.0
150708,1.0
150791,1.0
150903,1.0
151059,1.0
151262,1.0
151336,1.0
152355,1.0
152405,1.0
152595,1.0
152661,1.0
152700,1.0
152917,1.0
152949,1.0
153231,1.0
153245,1.0
153617,1.0
153870,1.0
154020,1.0
154697,1.0
154793,1.0
154802,1.0
155048,1.0
155195,1.0
155222,1.0
155338,1.0
155776,1.0
155831,1.0
155971,1.0
156014,1.0
156776,1.0
157098,1.0
157259,1.0
157292,1.0
157507,1.0
157549,1.0
157582,1.0
157898,1.0
157901,1.0
158265,1.0
158326,1.0
158943,1.0
159018,1.0
159222,1.0
159495,1.0
159532,1.0
159670,1.0
159819,1.0
159979,1.0
160021,1.0
160388,1.0
160393,1.0
160527,1.0
160603,1.0
161013,1.0
161015,1.0
161276,1.0
161352,1.0
161830,1.0
162039,1.0
162061,1.0
162160,1.0
162722,1.0
162932,1.0
163183,1.0
163753,1.0
164135,1.0
165221,1.0
165452,1.0
165789,1.0
166295,1.0
166419,1.0
166522,1.0
166571,1.0
166678,1.0
167215,1.0
167313,1.0
167374,1.0
167391,1.0
168005,1.0
168291,1.0
168666,1.0
169038,1.0
169052,1.0
169216,1.0
169222,1.0
169392,1.0
169435,1.0
169669,1.0
170165,1.0
170266,1.0
170284,1.0
170320,1.0
170367,1.0
170597,1.0
170613,1.0
170662,1.0
170763,1.0
171107,1.0
171609,1.0
171828,1.0
172180,1.0
172537,1.0
172884,1.0
173266,1.0
173514,1.0
173825,1.0
174318,1.0
174404,1.0
174540,1.0
174801,1.0
174936,1.0
175002,1.0
175257,1.0
176410,1.0
176679,1.0
176932,1.0
177192,1.0
177619,1.0
177755,1.0
177890,1.0
178133,1.0
178167,1.0
178182,1.0
178297,1.0
178800,1.0
178885,1.0
179011,1.0
179459,1.0
179597,1.0
179738,1.0
179810,1.0
180173,1.0
180188,1.0
180217,1.0
180534,1.0
180764,1.0
180964,1.0
180988,1.0
181021,1.0
181160,1.0
181178,1.0
181224,1.0
181387,1.0
181396,1.0
181456,1.0
181555,1.0
181558,1.0
181618,1.0
181696,1.0
181773,1.0
182027,1.0
182188,1.0
182312,1.0
182396,1.0
182709,1.0
182743,1.0
182812,1.0
182913,1.0
183338,1.0
183381,1.0
183537,1.0
183746,1.0
183814,1.0
183841,1.0
184062,1.0
184089,1.0
184187,1.0
184280,1.0
184350,1.0
184514,1.0
184636,1.0
185249,1.0
185487,1.0
185734,1.0
185858,1.0
186011,1.0
186350,1.0
186369,1.0
186411,1.0
186576,1.0
186730,1.0
186927,1.0
187136,1.0
187550,1.0
187613,1.0
187828,1.0
187997,1.0
188096,1.0
188170,1.0
188282,1.0
188459,1.0
188635,1.0
188778,1.0
188922,1.0
188984,1.0
189366,1.0
189885,1.0
190347,1.0
190360,1.0
190431,1.0
190457,1.0
190624,1.0
191123,1.0
191145,1.0
191301,1.0
191558,1.0
191739,1.0
191994,1.0
192128,1.0
192347,1.0
192423,1.0
192434,1.0
192521,1.0
192580,1.0
192619,1.0
192706,1.0
193195,1.0
193594,1.0
193744,1.0
193821,1.0
193857,1.0
194030,1.0
194039,1.0
194087,1.0
194267,1.0
194287,1.0
194504,1.0
194979,1.0
194991,1.0
195348,1.0
195420,1.0
195819,1.0
195904,1.0
196327,1.0
196559,1.0
196962,1.0
198028,1.0
198109,1.0
198154,1.0
198315,1.0
198334,1.0
198404,1.0
198586,1.0
198682,1.0
198777,1.0
199351,1.0
199845,1.0
199979,1.0
200404,1.0
200834,1.0
201291,1.0
201460,1.0
201502,1.0
201628,1.0
201778,1.0
202613,1.0
202693,1.0
203002,1.0
203064,1.0
203427,1.0
203463,1.0
203516,1.0
203521,1.0
203664,1.0
203738,1.0
203922,1.0
204446,1.0
204538,1.0
204540,1.0
205277,1.0
205301,1.0
205936,1.0
206102,1.0
206364,1.0
206812,1.0
206877,1.0
207215,1.0
207503,1.0
207648,1.0
207698,1.0
207863,1.0
207889,1.0
207934,1.0
208002,1.0
208177,1.0
208563,1.0
208764,1.0
208899,1.0
209017,1.0
209221,1.0
209797,1.0
210213,1.0
210445,1.0
210475,1.0
210828,1.0
210959,1.0
211011,1.0
211193,1.0
211424,1.0
211770,1.0
211804,1.0
212050,1.0
212091,1.0
212943,1.0
213302,1.0
213428,1.0
213495,1.0
213539,1.0
213889,1.0
213920,1.0
214131,1.0
214498,1.0
214926,1.0
215080,1.0
215643,1.0
215659,1.0
215806,1.0
215882,1.0
216126,1.0
216309,1.0
216739,1.0
216797,1.0
216809,1.0
216839,1.0
217190,1.0
217231,1.0
217331,1.0
218249,1.0
218287,1.0
218363,1.0
218468,1.0
218743,1.0
218775,1.0
218934,1.0
219396,1.0
220196,1.0
220702,1.0
220707,1.0
221067,1.0
221679,1.0
221980,1.0
222067,1.0
222314,1.0
222373,1.0
222544,1.0
222813,1.0
222994,1.0
223117,1.0
223127,1.0
223699,1.0
223879,1.0
223933,1.0
224144,1.0
224403,1.0
225135,1.0
225623,1.0
225685,1.0
225688,1.0
226020,1.0
226553,1.0
226925,1.0
227049,1.0
227264,1.0
227407,1.0
227676,1.0
227915,1.0
227950,1.0
228083,1.0
228152,1.0
228202,1.0
228488,1.0
228589,1.0
228690,1.0
229050,1.0
229073,1.0
229158,1.0
229815,1.0
229829,1.0
229838,1.0
229921,1.0
230006,1.0
230011,1.0
230371,1.0
230784,1.0
230814,1.0
231080,1.0
231153,1.0
231208,1.0
231265,1.0
231795,1.0
232094,1.0
232238,1.0
232362,1.0
232876,1.0
232887,1.0
232969,1.0
233100,1.0
233450,1.0
233670,1.0
234156,1.0
234177,1.0
234667,1.0
234907,1.0
235237,1.0
235300,1.0
235551,1.0
235627,1.0
235726,1.0
235783,1.0
235972,1.0
236129,1.0
236218,1.0
236239,1.0
236647,1.0
236820,1.0
236972,1.0
236998,1.0
237058,1.0
237308,1.0
237316,1.0
237324,1.0
237831,1.0
237943,1.0
237968,1.0
238126,1.0
238259,1.0
238458,1.0
238500,1.0
238656,1.0
238681,1.0
238766,1.0
239049,1.0
239308,1.0
239781,1.0
239838,1.0
239958,1.0
240043,1.0
240653,1.0
241016,1.0
241105,1.0
241465,1.0
241512,1.0
241600,1.0
241993,1.0
242181,1.0
242448,1.0
243182,1.0
243184,1.0
243358,1.0
243770,1.0
244241,1.0
244301,1.0
244800,1.0
244895,1.0
245240,1.0
245584,1.0
245625,1.0
246147,1.0
246153,1.0
246156,1.0
246386,1.0
246642,1.0
246799,1.0
246894,1.0
247032,1.0
247237,1.0
247277,1.0
247808,1.0
247952,1.0
248015,1.0
248222,1.0
248528,1.0
248530,1.0
248680,1.0
248843,1.0
248854,1.0
250053,1.0
250784,1.0
251097,1.0
251187,1.0
251479,1.0
251651,1.0
251663,1.0
253067,1.0
253227,1.0
253735,1.0
253763,1.0
253934,1.0
253948,1.0
254097,1.0
254582,1.0
254924,1.0
255103,1.0
255538,1.0
255581,1.0
255919,1.0
256183,1.0
256242,1.0
256317,1.0
256321,1.0
256335,1.0
256721,1.0
256816,1.0
258283,1.0
258475,1.0
259020,1.0
259271,1.0
259416,1.0
260392,1.0
260479,1.0
260525,1.0
260989,1.0
261247,1.0
261516,1.0
261583,1.0
261973,1.0
262000,1.0
262063,1.0
262372,1.0
262861,1.0
263434,1.0
263527,1.0
263715,1.0
263989,1.0
264089,1.0
264276,1.0
264280,1.0
264444,1.0
265128,1.0
265268,1.0
265329,1.0
265393,1.0
265490,1.0
265651,1.0
266075,1.0
266111,1.0
266803,1.0
266876,1.0
266982,1.0
267010,1.0
267258,1.0
267279,1.0
267664,1.0
267830,1.0
268257,1.0
268492,1.0
268587,1.0
269044,1.0
269147,1.0
269179,1.0
269324,1.0
269507,1.0
269792,1.0
269970,1.0
270343,1.0
270574,1.0
270678,1.0
270878,1.0
271062,1.0
271545,1.0
272003,1.0
272139,1.0
272928,1.0
272984,1.0
273554,1.0
274373,1.0
274421,1.0
274440,1.0
275128,1.0
275259,1.0
275328,1.0
275335,1.0
275510,1.0
275822,1.0
276033,1.0
276053,1.0
276422,1.0
276633,1.0
276664,1.0
277514,1.0
277580,1.0
277816,1.0
277829,1.0
278247,1.0
278379,1.0
278589,1.0
278728,1.0
278939,1.0
278980,1.0
279155,1.0
279253,1.0
279262,1.0
279366,1.0
279438,1.0
279443,1.0
279777,1.0
279920,1.0
280574,1.0
281026,1.0
281327,1.0
281445,1.0
282032,1.0
282161,1.0
282504,1.0
282526,1.0
282638,1.0
282834,1.0
283327,1.0
283360,1.0
283366,1.0
283501,1.0
283792,1.0
284202,1.0
284443,1.0
284474,1.0
284567,1.0
284759,1.0
284938,1.0
285005,1.0
285007,1.0
285544,1.0
285565,1.0
285753,1.0
285905,1.0
285948,1.0
286094,1.0
286404,1.0
287313,1.0
287365,1.0
287573,1.0
287790,1.0
288181,1.0
288237,1.0
288470,1.0
288832,1.0
288968,1.0
289201,1.0
289769,1.0
289858,1.0
290331,1.0
290479,1.0
290551,1.0
290563,1.0
290915,1.0
291887,1.0
291994,1.0
292019,1.0
292308,1.0
292374,1.0
292787,1.0
292811,1.0
293188,1.0
293871,1.0
294642,1.0
294849,1.0
295008,1.0
295096,1.0
295291,1.0
295383,1.0
295404,1.0
295569,1.0
295584,1.0
295597,1.0
295623,1.0
295671,1.0
295879,1.0
295911,1.0
296229,1.0
296321,1.0
296659,1.0
296716,1.0
296769,1.0
296965,1.0
297023,1.0
297103,1.0
297338,1.0
297388,1.0
297400,1.0
297699,1.0
297722,1.0
297827,1.0
297949,1.0
297965,1.0
298041,1.0
298067,1.0
298177,1.0
298329,1.0
298762,1.0
298855,1.0
299106,1.0
299136,1.0
299242,1.0
299851,1.0
299860,1.0
300134,1.0
300433,1.0
300617,1.0
300674,1.0
300719,1.0
300895,1.0
300988,1.0
301135,1.0
301447,1.0
301730,1.0
301777,1.0
302254,1.0
302282,1.0
302369,1.0
302474,1.0
302923,1.0
303579,1.0
303736,1.0
303745,1.0
303768,1.0
303772,1.0
303774,1.0
303881,1.0
304177,1.0
304520,1.0
304641,1.0
304979,1.0
305045,1.0
305247,1.0
305525,1.0
305571,1.0
306043,1.0
306099,1.0
306124,1.0
306337,1.0
307122,1.0
307341,1.0
307784,1.0
307874,1.0
307883,1.0
308094,1.0
308421,1.0
308576,1.0
309120,1.0
310159,1.0
310272,1.0
310399,1.0
310508,1.0
311183,1.0
311474,1.0
311574,1.0
311681,1.0
311829,1.0
311906,1.0
312065,1.0
312296,1.0
312881,1.0
312898,1.0
313583,1.0
313591,1.0
313792,1.0
313828,1.0
314361,1.0
314379,1.0
315523,1.0
315839,1.0
315984,1.0
316091,1.0
316102,1.0
316198,1.0
316322,1.0
316605,1.0
316814,1.0
316921,1.0
317073,1.0
317433,1.0
318025,1.0
318630,1.0
318836,1.0
319059,1.0
319157,1.0
319634,1.0
319758,1.0
319800,1.0
319805,1.0
319886,1.0
320037,1.0
320096,1.0
320117,1.0
320122,1.0
320393,1.0
320450,1.0
320470,1.0
320733,1.0
320949,1.0
321193,1.0
321213,1.0
321298,1.0
321353,1.0
321714,1.0
321869,1.0
322082,1.0
322093,1.0
322167,1.0
322369,1.0
322503,1.0
322579,1.0
322757,1.0
322822,1.0
322951,1.0
323091,1.0
323143,1.0
323330,1.0
324435,1.0
324775,1.0
324985,1.0
325437,1.0
325520,1.0
325777,1.0
325797,1.0
325830,1.0
326045,1.0
326115,1.0
326145,1.0
326192,1.0
326212,1.0
326262,1.0
326301,1.0
326570,1.0
326592,1.0
326766,1.0
326897,1.0
326904,1.0
327050,1.0
327066,1.0
327370,1.0
327777,1.0
328554,1.0
328602,1.0
328733,1.0
329888,1.0
330070,1.0
330710,1.0
330938,1.0
331259,1.0
331567,1.0
331580,1.0
331679,1.0
332110,1.0
332467,1.0
332561,1.0
332713,1.0
332900,1.0
332909,1.0
333160,1.0
333649,1.0
333686,1.0
333939,1.0
334019,1.0
334158,1.0
334294,1.0
334371,1.0
334425,1.0
334774,1.0
335117,1.0
335479,1.0
335732,1.0
335804,1.0
335960,1.0
336517,1.0
336611,1.0
336803,1.0
336838,1.0
336903,1.0
337013,1.0
337041,1.0
337136,1.0
337199,1.0
337284,1.0
337868,1.0
337891,1.0
338051,1.0
338108,1.0
338353,1.0
338850,1.0
338890,1.0
338914,1.0
338941,1.0
338985,1.0
339271,1.0
339289,1.0
339503,1.0
339830,1.0
340625,1.0
340798,1.0
340945,1.0
341216,1.0
341291,1.0
341319,1.0
341353,1.0
342157,1.0
342259,1.0
342293,1.0
342424,1.0
342585,1.0
343357,1.0
343435,1.0
343752,1.0
344337,1.0
344732,1.0
344805,1.0
344961,1.0
345331,1.0
345387,1.0
345435,1.0
346354,1.0
346681,1.0
347503,1.0
347730,1.0
347934,1.0
347999,1.0
348217,1.0
348627,1.0
348889,1.0
349055,1.0
349360,1.0
349727,1.0
349793,1.0
349982,1.0
350465,1.0
350597,1.0
351033,1.0
351262,1.0
351362,1.0
351630,1.0
351649,1.0
351668,1.0
351757,1.0
351839,1.0
352210,1.0
352282,1.0
352567,1.0
352981,1.0
353290,1.0
353415,1.0
353625,1.0
353693,1.0
353748,1.0
354033,1.0
354139,1.0
354471,1.0
354495,1.0
354593,1.0
354600,1.0
354722,1.0
354776,1.0
354980,1.0
355116,1.0
355132,1.0
355715,1.0
356188,1.0
356237,1.0
356875,1.0
356879,1.0
357070,1.0
357556,1.0
357630,1.0
357952,1.0
358248,1.0
358303,1.0
358522,1.0
358610,1.0
358665,1.0
359236,1.0
359359,1.0
359607,1.0
359665,1.0
359994,1.0
360011,1.0
360213,1.0
360298,1.0
360681,1.0
361115,1.0
361470,1.0
361540,1.0
362286,1.0
362433,1.0
362802,1.0
362853,1.0
362891,1.0
363087,1.0
363114,1.0
363448,1.0
363482,1.0
363940,1.0
363985,1.0
364020,1.0
364140,1.0
364332,1.0
365213,1.0
365488,1.0
365611,1.0
366153,1.0
366165,1.0
366300,1.0
366545,1.0
367050,1.0
367305,1.0
367815,1.0
367969,1.0
368035,1.0
368489,1.0
368688,1.0
368963,1.0
369041,1.0
369045,1.0
369142,1.0
369287,1.0
369469,1.0
369536,1.0
370629,1.0
370940,1.0
371150,1.0
371211,1.0
371664,1.0
371832,1.0
372009,1.0
372305,1.0
372487,1.0
372888,1.0
372952,1.0
373771,1.0
374122,1.0
374361,1.0
374449,1.0
374458,1.0
374801,1.0
374827,1.0
374863,1.0
375029,1.0
375250,1.0
375681,1.0
375687,1.0
376133,1.0
376252,1.0
376459,1.0
376669,1.0
376980,1.0
377032,1.0
377117,1.0
377202,1.0
377520,1.0
377556,1.0
377904,1.0
377914,1.0
377922,1.0
378165,1.0
378252,1.0
378572,1.0
379033,1.0
379513,1.0
379529,1.0
380116,1.0
380312,1.0
380468,1.0
380520,1.0
380672,1.0
380944,1.0
380972,1.0
380989,1.0
381016,1.0
381294,1.0
381329,1.0
381716,1.0
381900,1.0
382219,1.0
382579,1.0
383388,1.0
383597,1.0
383676,1.0
383850,1.0
383914,1.0
384415,1.0
384501,1.0
384654,1.0
385416,1.0
385528,1.0
385624,1.0
385806,1.0
385935,1.0
386059,1.0
386119,1.0
387076,1.0
387139,1.0
387195,1.0
387260,1.0
387291,1.0
387929,1.0
388148,1.0
388260,1.0
388291,1.0
388490,1.0
388612,1.0
388864,1.0
388873,1.0
389047,1.0
389740,1.0
389787,1.0
390214,1.0
391282,1.0
391390,1.0
391437,1.0
391739,1.0
391970,1.0
392198,1.0
392271,1.0
392587,1.0
392631,1.0
392740,1.0
392802,1.0
392866,1.0
392918,1.0
393286,1.0
393359,1.0
393851,1.0
394348,1.0
394512,1.0
394576,1.0
394605,1.0
394981,1.0
395004,1.0
395096,1.0
395227,1.0
396175,1.0
396286,1.0
396328,1.0
396836,1.0
396851,1.0
396882,1.0
397291,1.0
397558,1.0
397683,1.0
398064,1.0
398151,1.0
398179,1.0
398962,1.0
399012,1.0
399084,1.0
399317,1.0
399368,1.0
399779,1.0
399793,1.0
399973,1.0
400106,1.0
400290,1.0
400708,1.0
400734,1.0
400748,1.0
401215,1.0
401454,1.0
401764,1.0
401880,1.0
402113,1.0
402700,1.0
403194,1.0
403209,1.0
404577,1.0
404791,1.0
404884,1.0
404969,1.0
405074,1.0
405088,1.0
405177,1.0
405318,1.0
405352,1.0
405544,1.0
405571,1.0
405953,1.0
406156,1.0
406426,1.0
406814,1.0
407492,1.0
407790,1.0
408702,1.0
408781,1.0
408877,1.0
409070,1.0
409131,1.0
409177,1.0
409191,1.0
409443,1.0
409546,1.0
410312,1.0
410482,1.0
410487,1.0
410912,1.0
410931,1.0
411022,1.0
411159,1.0
411449,1.0
411503,1.0
412001,1.0
412100,1.0
412265,1.0
412310,1.0
412693,1.0
412868,1.0
412950,1.0
412973,1.0
413277,1.0
413323,1.0
413812,1.0
413879,1.0
413995,1.0
414004,1.0
414233,1.0
414795,1.0
414988,1.0
415091,1.0
415107,1.0
415303,1.0
415641,1.0
415739,1.0
415865,1.0
415902,1.0
415953,1.0
416127,1.0
416452,1.0
416836,1.0
416921,1.0
417036,1.0
417057,1.0
417415,1.0
417772,1.0
418101,1.0
418444,1.0
418716,1.0
418951,1.0
418981,1.0
419175,1.0
419755,1.0
420031,1.0
420068,1.0
420409,1.0
420516,1.0
420765,1.0
421068,1.0
421114,1.0
421235,1.0
421423,1.0
421584,1.0
421655,1.0
421786,1.0
421848,1.0
421886,1.0
421941,1.0
422167,1.0
422357,1.0
422364,1.0
422463,1.0
422655,1.0
422927,1.0
423047,1.0
423254,1.0
423344,1.0
423858,1.0
423909,1.0
423920,1.0
424042,1.0
424194,1.0
424295,1.0
424435,1.0
424936,1.0
425343,1.0
425799,1.0
426003,1.0
426029,1.0
426053,1.0
426187,1.0
426376,1.0
426439,1.0
426617,1.0
426619,1.0
427080,1.0
427117,1.0
427295,1.0
427420,1.0
427577,1.0
427587,1.0
427774,1.0
428087,1.0
428177,1.0
428206,1.0
428334,1.0
428476,1.0
428633,1.0
428658,1.0
428841,1.0
429287,1.0
429400,1.0
429456,1.0
429933,1.0
429954,1.0
429972,1.0
430551,1.0
430624,1.0
430960,1.0
431301,1.0
432211,1.0
432320,1.0
432470,1.0
432481,1.0
432950,1.0
433001,1.0
433103,1.0
433366,1.0
433649,1.0
433717,1.0
433925,1.0
433989,1.0
434354,1.0
434482,1.0
434516,1.0
434627,1.0
435012,1.0
435811,1.0
436057,1.0
436337,1.0
436560,1.0
436694,1.0
436977,1.0
436981,1.0
437155,1.0
437230,1.0
437368,1.0
437399,1.0
437503,1.0
437846,1.0
437879,1.0
438066,1.0
438068,1.0
